pl_name,pl_letter,hostname,gaia_id,disc_locale,ra,dec,pl_orbper,st_spectype,pl_rade,pl_masse,st_lum,sy_dist,sky_coord.ra,sky_coord.dec
Kepler-1009 b,Unknown,Unknown,Unknown,Ground,282.8598614,42.6658336,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,282.8598614,42.6658336
Kepler-101 b,Unknown,Unknown,Unknown,Ground,283.255507,48.3552474,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,283.255507,48.3552474
Kepler-101 c,Unknown,Unknown,Unknown,Ground,283.255507,48.3552474,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,283.255507,48.3552474
Kepler-1010 b,Unknown,Unknown,Unknown,Ground,289.1926026,44.1493165,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,289.1926026,44.1493165
Kepler-1011 b,Unknown,Unknown,Unknown,Ground,297.4015491,46.8239976,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,297.4015491,46.8239976
Kepler-1012 b,Unknown,Unknown,Unknown,Ground,289.2962253,46.4579889,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,289.2962253,46.4579889
Kepler-1013 b,Unknown,Unknown,Unknown,Ground,290.2481023,44.4352935,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,290.2481023,44.4352935
Kepler-1014 b,Unknown,Unknown,Unknown,Ground,285.1219875,44.1105331,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,285.1219875,44.1105331
Kepler-1015 b,Unknown,Unknown,Unknown,Ground,292.7573088,43.4268439,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,292.7573088,43.4268439
Kepler-1016 b,Unknown,Unknown,Unknown,Ground,294.613689,45.9846265,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,294.613689,45.9846265
Kepler-1016 c,Unknown,Unknown,Unknown,Ground,294.613689,45.9846265,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,294.613689,45.9846265
Kepler-1017 b,Unknown,Unknown,Unknown,Ground,283.469299,40.1325185,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,283.469299,40.1325185
Kepler-1018 b,Unknown,Unknown,Unknown,Ground,283.5967317,45.4078654,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,283.5967317,45.4078654
Kepler-1019 b,Unknown,Unknown,Unknown,Ground,283.7175909,47.2043818,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,283.7175909,47.2043818
Kepler-102 b,Unknown,Unknown,Unknown,Ground,281.4824731,47.2078263,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,281.4824731,47.2078263
Kepler-102 c,Unknown,Unknown,Unknown,Ground,281.4824731,47.2078263,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,281.4824731,47.2078263
Kepler-102 d,Unknown,Unknown,Unknown,Ground,281.4824731,47.2078263,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,281.4824731,47.2078263
Kepler-102 e,Unknown,Unknown,Unknown,Ground,281.4824731,47.2078263,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,281.4824731,47.2078263
Kepler-102 f,Unknown,Unknown,Unknown,Ground,281.4824731,47.2078263,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,281.4824731,47.2078263
Kepler-1020 b,Unknown,Unknown,Unknown,Ground,292.672471,46.3772776,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,292.672471,46.3772776
Kepler-1021 b,Unknown,Unknown,Unknown,Ground,295.2048999,42.5596699,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,295.2048999,42.5596699
Kepler-1022 b,Unknown,Unknown,Unknown,Ground,289.3520595,46.9736345,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,289.3520595,46.9736345
Kepler-1023 b,Unknown,Unknown,Unknown,Ground,289.0297232,49.7697034,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,289.0297232,49.7697034
Kepler-1024 b,Unknown,Unknown,Unknown,Ground,291.9510277,38.2516419,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,291.9510277,38.2516419
Kepler-1025 b,Unknown,Unknown,Unknown,Ground,284.510214,43.9615628,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,284.510214,43.9615628
Kepler-1026 b,Unknown,Unknown,Unknown,Ground,283.6053012,39.9979286,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,283.6053012,39.9979286
Kepler-1027 b,Unknown,Unknown,Unknown,Ground,287.5711746,42.8138159,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,287.5711746,42.8138159
Kepler-1028 b,Unknown,Unknown,Unknown,Ground,289.5931004,49.7812447,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,289.5931004,49.7812447
Kepler-1029 b,Unknown,Unknown,Unknown,Ground,292.1328738,41.5474786,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,292.1328738,41.5474786
Kepler-103 b,Unknown,Unknown,Unknown,Ground,288.9845512,40.0644857,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,288.9845512,40.0644857
Kepler-103 c,Unknown,Unknown,Unknown,Ground,288.9845512,40.0644857,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,288.9845512,40.0644857
Kepler-1030 b,Unknown,Unknown,Unknown,Ground,293.6819098,45.8175241,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,293.6819098,45.8175241
Kepler-1031 b,Unknown,Unknown,Unknown,Ground,296.0898796,48.9554121,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,296.0898796,48.9554121
Kepler-1032 b,Unknown,Unknown,Unknown,Ground,289.9308779,40.0977109,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,289.9308779,40.0977109
Kepler-1033 b,Unknown,Unknown,Unknown,Ground,283.8450963,44.6090251,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,283.8450963,44.6090251
Kepler-1034 b,Unknown,Unknown,Unknown,Ground,286.1154093,37.9669464,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,286.1154093,37.9669464
Kepler-1035 b,Unknown,Unknown,Unknown,Ground,289.042243,42.8824991,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,289.042243,42.8824991
Kepler-1036 b,Unknown,Unknown,Unknown,Ground,295.1817093,49.9458172,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,295.1817093,49.9458172
Kepler-1037 b,Unknown,Unknown,Unknown,Ground,296.3410342,47.1709335,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,296.3410342,47.1709335
Kepler-1038 b,Unknown,Unknown,Unknown,Ground,298.9721472,44.1323499,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,298.9721472,44.1323499
Kepler-1038 c,Unknown,Unknown,Unknown,Ground,298.9721472,44.1323499,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,298.9721472,44.1323499
Kepler-1039 b,Unknown,Unknown,Unknown,Ground,298.3266169,45.3154212,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,298.3266169,45.3154212
Kepler-104 b,Unknown,Unknown,Unknown,Ground,287.6046621,42.1665104,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,287.6046621,42.1665104
Kepler-104 c,Unknown,Unknown,Unknown,Ground,287.6046621,42.1665104,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,287.6046621,42.1665104
Kepler-104 d,Unknown,Unknown,Unknown,Ground,287.6046621,42.1665104,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,287.6046621,42.1665104
Kepler-1040 b,Unknown,Unknown,Unknown,Ground,283.1137663,48.1312774,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,283.1137663,48.1312774
Kepler-1041 b,Unknown,Unknown,Unknown,Ground,293.8817361,49.6831419,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,293.8817361,49.6831419
Kepler-1042 b,Unknown,Unknown,Unknown,Ground,288.6689428,39.8239935,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,288.6689428,39.8239935
Kepler-1043 b,Unknown,Unknown,Unknown,Ground,281.6629579,47.5685927,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,281.6629579,47.5685927
Kepler-1044 b,Unknown,Unknown,Unknown,Ground,293.1444017,46.6662155,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,293.1444017,46.6662155
Kepler-1045 b,Unknown,Unknown,Unknown,Ground,284.1832668,45.0740897,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,284.1832668,45.0740897
Kepler-1046 b,Unknown,Unknown,Unknown,Ground,296.7558056,46.9982799,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,296.7558056,46.9982799
Kepler-1047 b,Unknown,Unknown,Unknown,Ground,288.6462564,50.7889645,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,288.6462564,50.7889645
Kepler-1047 c,Unknown,Unknown,Unknown,Ground,288.6462564,50.7889645,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,288.6462564,50.7889645
Kepler-1048 b,Unknown,Unknown,Unknown,Ground,281.8983042,42.1657112,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,281.8983042,42.1657112
Kepler-1049 b,Unknown,Unknown,Unknown,Ground,287.3469567,47.7729078,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,287.3469567,47.7729078
Kepler-105 b,Unknown,Unknown,Unknown,Ground,287.8872376,46.2761224,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,287.8872376,46.2761224
Kepler-105 c,Unknown,Unknown,Unknown,Ground,287.8872376,46.2761224,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,287.8872376,46.2761224
Kepler-1050 b,Unknown,Unknown,Unknown,Ground,282.9249847,48.6264015,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,282.9249847,48.6264015
Kepler-1050 c,Unknown,Unknown,Unknown,Ground,282.9249847,48.6264015,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,282.9249847,48.6264015
Kepler-1051 b,Unknown,Unknown,Unknown,Ground,295.1581062,40.8988186,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,295.1581062,40.8988186
Kepler-1052 b,Unknown,Unknown,Unknown,Ground,295.34273,46.6022134,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,295.34273,46.6022134
Kepler-1052 c,Unknown,Unknown,Unknown,Ground,295.34273,46.6022134,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,295.34273,46.6022134
Kepler-1053 b,Unknown,Unknown,Unknown,Ground,291.4186349,39.1273664,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,291.4186349,39.1273664
Kepler-1054 b,Unknown,Unknown,Unknown,Ground,290.6011085,44.5563604,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,290.6011085,44.5563604
Kepler-1055 b,Unknown,Unknown,Unknown,Ground,290.4867838,44.932541,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,290.4867838,44.932541
Kepler-1056 b,Unknown,Unknown,Unknown,Ground,299.5259832,46.8992561,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,299.5259832,46.8992561
Kepler-1057 b,Unknown,Unknown,Unknown,Ground,297.4521311,41.5580816,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,297.4521311,41.5580816
Kepler-1058 b,Unknown,Unknown,Unknown,Ground,294.5956256,45.8750556,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,294.5956256,45.8750556
Kepler-1059 b,Unknown,Unknown,Unknown,Ground,289.2202147,41.7064385,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,289.2202147,41.7064385
Kepler-106 b,Unknown,Unknown,Unknown,Ground,300.864006,44.3375497,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,300.864006,44.3375497
Kepler-106 c,Unknown,Unknown,Unknown,Ground,300.864006,44.33754969999999,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,300.864006,44.33754969999999
Kepler-106 d,Unknown,Unknown,Unknown,Ground,300.864006,44.3375497,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,300.864006,44.3375497
Kepler-106 e,Unknown,Unknown,Unknown,Ground,300.864006,44.33754969999999,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,300.864006,44.33754969999999
Kepler-1060 b,Unknown,Unknown,Unknown,Ground,286.0252285,39.6309204,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,286.0252285,39.6309204
Kepler-1061 b,Unknown,Unknown,Unknown,Ground,296.2300306,50.2752091,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,296.2300306,50.2752091
Kepler-1062 b,Unknown,Unknown,Unknown,Ground,283.8994187,41.221594,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,283.8994187,41.221594
Kepler-1063 b,Unknown,Unknown,Unknown,Ground,290.5267975,38.1428283,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,290.5267975,38.1428283
Kepler-1064 b,Unknown,Unknown,Unknown,Ground,291.7415821,37.6888103,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,291.7415821,37.6888103
Kepler-1065 b,Unknown,Unknown,Unknown,Ground,294.511319,38.7904648,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,294.511319,38.7904648
Kepler-1065 c,Unknown,Unknown,Unknown,Ground,294.511319,38.7904648,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,294.511319,38.7904648
Kepler-1066 b,Unknown,Unknown,Unknown,Ground,298.866621,46.5022325,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,298.866621,46.5022325
Kepler-1067 b,Unknown,Unknown,Unknown,Ground,285.3873706,45.0490265,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,285.3873706,45.0490265
Kepler-1067 c,Unknown,Unknown,Unknown,Ground,285.3873706,45.0490265,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,285.3873706,45.0490265
Kepler-1068 b,Unknown,Unknown,Unknown,Ground,294.6481708,46.3923173,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,294.6481708,46.3923173
Kepler-1069 b,Unknown,Unknown,Unknown,Ground,290.9792378,47.9889097,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,290.9792378,47.9889097
Kepler-107 b,Unknown,Unknown,Unknown,Ground,297.028162,48.2086019,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,297.028162,48.2086019
Kepler-107 c,Unknown,Unknown,Unknown,Ground,297.028162,48.2086019,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,297.028162,48.2086019
Kepler-107 d,Unknown,Unknown,Unknown,Ground,297.028162,48.2086019,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,297.028162,48.2086019
Kepler-107 e,Unknown,Unknown,Unknown,Ground,297.028162,48.2086019,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,297.028162,48.2086019
Kepler-1070 b,Unknown,Unknown,Unknown,Ground,293.1953923,49.316541,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,293.1953923,49.316541
Kepler-1071 b,Unknown,Unknown,Unknown,Ground,293.0579794,45.2487472,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,293.0579794,45.2487472
Kepler-1072 b,Unknown,Unknown,Unknown,Ground,292.0443891,46.3289723,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,292.0443891,46.3289723
Kepler-1073 b,Unknown,Unknown,Unknown,Ground,294.1527259,38.2330886,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,294.1527259,38.2330886
Kepler-1073 c,Unknown,Unknown,Unknown,Ground,294.1527259,38.2330886,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,294.1527259,38.2330886
Kepler-1073 d,Unknown,Unknown,Unknown,Ground,294.1527259,38.2330886,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,294.1527259,38.2330886
Kepler-1074 b,Unknown,Unknown,Unknown,Ground,284.4766869,46.2526781,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,284.4766869,46.2526781
Kepler-1075 b,Unknown,Unknown,Unknown,Ground,287.5011404,47.4691157,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,287.5011404,47.4691157
Kepler-1076 b,Unknown,Unknown,Unknown,Ground,287.5902594,51.0606047,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,287.5902594,51.0606047
Kepler-1077 b,Unknown,Unknown,Unknown,Ground,291.0336333,42.2678448,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,291.0336333,42.2678448
Kepler-1078 b,Unknown,Unknown,Unknown,Ground,293.2005664,43.0500379,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,293.2005664,43.0500379
Kepler-1079 b,Unknown,Unknown,Unknown,Ground,299.5495794,45.7696769,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,299.5495794,45.7696769
Kepler-108 b,Unknown,Unknown,Unknown,Ground,294.5589885,46.0623952,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,294.5589885,46.0623952
Kepler-108 c,Unknown,Unknown,Unknown,Ground,294.5589885,46.0623952,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,294.5589885,46.0623952
Kepler-1080 b,Unknown,Unknown,Unknown,Ground,296.4644914,49.1828952,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,296.4644914,49.1828952
Kepler-1081 b,Unknown,Unknown,Unknown,Ground,289.444752,41.3179652,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,289.444752,41.3179652
Kepler-1082 b,Unknown,Unknown,Unknown,Ground,289.3586737,50.5984489,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,289.3586737,50.5984489
Kepler-1083 b,Unknown,Unknown,Unknown,Ground,283.1618831,45.198336,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,283.1618831,45.198336
Kepler-1084 b,Unknown,Unknown,Unknown,Ground,290.1019809,48.251146,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,290.1019809,48.251146
Kepler-1085 b,Unknown,Unknown,Unknown,Ground,287.4776359,46.1411685,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,287.4776359,46.1411685
Kepler-1085 c,Unknown,Unknown,Unknown,Ground,287.4776359,46.1411685,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,287.4776359,46.1411685
Kepler-1086 b,Unknown,Unknown,Unknown,Ground,295.251187,45.8429537,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,295.251187,45.8429537
Kepler-1086 c,Unknown,Unknown,Unknown,Ground,295.251187,45.8429537,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,295.251187,45.8429537
Kepler-1087 b,Unknown,Unknown,Unknown,Ground,294.9789253,46.0056741,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,294.9789253,46.0056741
Kepler-1088 b,Unknown,Unknown,Unknown,Ground,281.5614578,42.4504087,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,281.5614578,42.4504087
Kepler-1089 b,Unknown,Unknown,Unknown,Ground,291.0926509,49.1901729,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,291.0926509,49.1901729
Kepler-109 b,Unknown,Unknown,Unknown,Ground,290.3926795,40.2849074,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,290.3926795,40.2849074
Kepler-109 c,Unknown,Unknown,Unknown,Ground,290.3926795,40.2849074,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,290.3926795,40.2849074
Kepler-1090 b,Unknown,Unknown,Unknown,Ground,295.6629002,44.5258237,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,295.6629002,44.5258237
Kepler-1090 c,Unknown,Unknown,Unknown,Ground,295.6629002,44.5258237,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,295.6629002,44.5258237
Kepler-1091 b,Unknown,Unknown,Unknown,Ground,299.7854426,43.6707235,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,299.7854426,43.6707235
Kepler-1092 b,Unknown,Unknown,Unknown,Ground,297.7232008,47.1126833,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,297.7232008,47.1126833
Kepler-1093 b,Unknown,Unknown,Unknown,Ground,284.9780251,41.4202077,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,284.9780251,41.4202077
Kepler-1093 c,Unknown,Unknown,Unknown,Ground,284.9780251,41.4202077,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,284.9780251,41.4202077
Kepler-1094 b,Unknown,Unknown,Unknown,Ground,292.3012109,38.2669983,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,292.3012109,38.2669983
Kepler-1095 b,Unknown,Unknown,Unknown,Ground,293.2624215,41.3650155,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,293.2624215,41.3650155
Kepler-1096 b,Unknown,Unknown,Unknown,Ground,294.7094688,45.9695533,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,294.7094688,45.9695533
Kepler-1097 b,Unknown,Unknown,Unknown,Ground,281.5941261,42.5963949,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,281.5941261,42.5963949
Kepler-1098 b,Unknown,Unknown,Unknown,Ground,295.502673,43.2326992,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,295.502673,43.2326992
Kepler-1099 b,Unknown,Unknown,Unknown,Ground,288.7499866,48.2771163,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,288.7499866,48.2771163
Kepler-11 b,Unknown,Unknown,Unknown,Ground,297.1150949,41.9091092,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,297.1150949,41.9091092
Kepler-11 c,Unknown,Unknown,Unknown,Ground,297.1150949,41.9091092,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,297.1150949,41.9091092
Kepler-11 d,Unknown,Unknown,Unknown,Ground,297.1150949,41.9091092,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,297.1150949,41.9091092
Kepler-11 e,Unknown,Unknown,Unknown,Ground,297.1150949,41.9091092,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,297.1150949,41.9091092
Kepler-11 f,Unknown,Unknown,Unknown,Ground,297.1150949,41.9091092,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,297.1150949,41.9091092
Kepler-11 g,Unknown,Unknown,Unknown,Ground,297.1150949,41.9091092,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,297.1150949,41.9091092
Kepler-110 b,Unknown,Unknown,Unknown,Ground,292.9291693,48.6028303,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,292.9291693,48.6028303
Kepler-110 c,Unknown,Unknown,Unknown,Ground,292.9291693,48.6028303,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,292.9291693,48.6028303
Kepler-1100 b,Unknown,Unknown,Unknown,Ground,291.8713535,44.0873907,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,291.8713535,44.0873907
Kepler-1101 b,Unknown,Unknown,Unknown,Ground,294.5693544,45.6711623,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,294.5693544,45.6711623
Kepler-1102 b,Unknown,Unknown,Unknown,Ground,281.3225917,48.0664955,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,281.3225917,48.0664955
Kepler-1103 b,Unknown,Unknown,Unknown,Ground,287.3821348,49.4524247,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,287.3821348,49.4524247
Kepler-1104 b,Unknown,Unknown,Unknown,Ground,294.4685197,49.3309789,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,294.4685197,49.3309789
Kepler-1105 b,Unknown,Unknown,Unknown,Ground,281.1117588,42.4549698,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,281.1117588,42.4549698
Kepler-1106 b,Unknown,Unknown,Unknown,Ground,291.1451576,44.0624715,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,291.1451576,44.0624715
Kepler-1107 b,Unknown,Unknown,Unknown,Ground,291.049934,39.141674,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,291.049934,39.141674
Kepler-1108 b,Unknown,Unknown,Unknown,Ground,296.0422962,45.98514,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,296.0422962,45.98514
Kepler-1109 b,Unknown,Unknown,Unknown,Ground,291.6462654,39.3966122,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,291.6462654,39.3966122
Kepler-111 b,Unknown,Unknown,Unknown,Ground,291.653163,44.6882613,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,291.653163,44.6882613
Kepler-111 c,Unknown,Unknown,Unknown,Ground,291.653163,44.6882613,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,291.653163,44.6882613
Kepler-1110 b,Unknown,Unknown,Unknown,Ground,291.8080645,38.6226615,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,291.8080645,38.6226615
Kepler-1111 b,Unknown,Unknown,Unknown,Ground,295.4634045,45.8127697,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,295.4634045,45.8127697
Kepler-1112 b,Unknown,Unknown,Unknown,Ground,296.9687937,47.7514799,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,296.9687937,47.7514799
