Index,pl_name,hostname,ra,dec,sy_gaiamag,sy_dist
3358,Kepler-461 b,Kepler-461,292.2490563,46.1647909,13.3335,692.158
3359,Kepler-250 c,Kepler-250,289.5947633,44.1418114,15.4144,760.585
3360,Kepler-572 b,Kepler-572,291.221172,50.5813487,14.4853,504.667
3361,Kepler-681 b,Kepler-681,289.3997364,51.2502428,15.2271,686.923
3362,Kepler-189 c,Kepler-189,287.5646296,44.3050662,14.8213,591.534
3363,Kepler-116 b,Kepler-116,294.7420605,43.5367842,13.6894,955.168
3364,Kepler-184 d,Kepler-184,291.9518784,43.0746172,14.3115,610.326
3365,Kepler-476 b,Kepler-476,295.1637592,43.9630716,13.8596,813.535
3366,Kepler-215 d,Kepler-215,294.9735313,45.2136867,13.5549,485.997
3367,Kepler-574 b,Kepler-574,290.2470519,52.1491051,14.5392,682.896
3368,Kepler-586 b,Kepler-586,293.0571982,45.5511266,14.4125,693.766
3369,Kepler-831 b,Kepler-831,294.9855607,42.7277355,13.6311,593.54
3370,Kepler-337 c,Kepler-337,290.0605123,47.1639533,12.7075,677.975
3371,Kepler-989 b,Kepler-989,281.5827983,47.2334674,14.4083,491.978
3372,Kepler-1111 b,Kepler-1111,295.4634045,45.8127697,14.7155,841.536
3373,Kepler-293 b,Kepler-293,286.3580611,42.4064917,15.3334,974.633
3374,Kepler-887 b,Kepler-887,290.0907893,39.8169085,13.4496,886.588
3375,Kepler-339 b,Kepler-339,293.351701,48.4445922,14.5134,616.637
3376,Kepler-869 b,Kepler-869,289.4245955,50.9941198,14.9685,939.455
3377,Kepler-1114 b,Kepler-1114,299.2370531,45.8347781,13.7579,418.417
3378,Kepler-772 b,Kepler-772,291.423582,38.2165603,13.9556,1130.21
3379,Kepler-304 b,Kepler-304,294.4418031,40.5575408,14.8308,434.684
3380,Kepler-1068 b,Kepler-1068,294.6481708,46.3923173,15.8316,1473.61
3381,Kepler-967 b,Kepler-967,286.5580128,38.4052418,14.4513,568.546
3382,Kepler-817 b,Kepler-817,296.0818498,39.161614,15.5969,1484.46
3383,Kepler-227 c,Kepler-227,291.9342748,48.141676,15.3234,1083.06
3384,Kepler-993 b,Kepler-993,292.6141076,44.3946644,15.9243,324.423
3385,Kepler-1177 b,Kepler-1177,286.6714813,49.4062964,14.5078,1299.97
3386,Kepler-800 b,Kepler-800,286.5747697,44.7951858,15.7477,1019.26
3387,Kepler-326 c,Kepler-326,294.3255898,46.0022646,13.6788,487.675
3388,Kepler-218 d,Kepler-218,295.4128785,46.2665801,13.9069,656.38
3389,Kepler-979 b,Kepler-979,300.3712023,46.4081872,14.625,576.503
3390,Kepler-167 d,Kepler-167,292.6585253,38.3455558,14.0004,341.908
3391,Kepler-167 b,Kepler-167,292.6585253,38.3455558,14.0004,341.908
3392,HD 134987 b,HD 134987,228.3675397,-25.3096721,6.28994,26.1804
3393,GJ 3293 c,GJ 3293,67.1484425,-25.1713396,10.9788,20.1903
3394,Kepler-177 c,Kepler-177,286.0471442,45.0532038,14.9414,1435.44
3395,Kepler-177 b,Kepler-177,286.0471442,45.0532038,14.9414,1435.44
3396,HD 42012 b,HD 42012,92.485473,34.1341722,8.22949,36.7984
3397,Wolf 1061 c,Wolf 1061,247.5748276,-12.6676866,8.79444,4.30592
3398,GJ 3138 b,GJ 3138,32.2977385,-16.3392495,10.1924,28.4712
3399,GJ 273 c,GJ 273,111.852091,5.225807,2,5.921535
3400,GJ 3293 d,GJ 3293,67.1484425,-25.1713396,10.9788,20.1903
3401,GJ 3293 e,GJ 3293,67.1484425,-25.1713396,10.9788,20.1903
3402,HD 177565 b,HD 177565,286.7175787,-37.8122394,5.9739,16.9179
3403,MOA-2008-BLG-310L b,MOA-2008-BLG-310L,268.560542,-34.7780528,2,7700
3404,tau Cet g,tau Cet,26.0093029,-15.9337987,3.24854,3.60304
3405,tau Cet h,tau Cet,26.0093029,-15.9337987,3.24854,3.60304
3406,Kepler-1230 b,Kepler-1230,283.2645129,41.7114526,15.2743,1364.22
3407,Kepler-151 c,Kepler-151,292.1627933,41.0231947,14.7189,649.919
3408,Kepler-737 b,Kepler-737,291.8629793,46.4291614,15.1457,205.118
3409,Kepler-599 b,Kepler-599,285.9115968,41.0695091,14.9483,558.517
3410,Kepler-655 b,Kepler-655,297.2590664,46.843165,13.4641,752.562
3411,Kepler-701 b,Kepler-701,288.99418,41.6333125,14.9683,774.152
3412,Kepler-659 b,Kepler-659,287.6081777,47.5096893,15.5655,722.64
3413,Kepler-110 c,Kepler-110,292.9291693,48.6028303,12.902,586.531
3414,Kepler-1155 b,Kepler-1155,288.8206058,39.5228712,14.7392,1128.72
3415,Kepler-834 b,Kepler-834,287.0544674,45.1803351,15.9285,633.937
3416,Kepler-153 c,Kepler-153,282.460502,48.2570293,14.2493,459.368
3417,Kepler-351 c,Kepler-351,286.4527949,42.6577891,15.9665,1083.91
3418,Kepler-183 b,Kepler-183,293.5308112,39.3159329,14.8934,1050.64
3419,Kepler-1511 b,Kepler-1511,288.4211892,43.179773,13.5024,1475.6
3420,Kepler-343 c,Kepler-343,291.960662,42.4329567,14.1102,927.193
3421,HD 133131 A c,HD 133131 A,225.8984524,-27.8431369,8.27532,51.4736
3422,HD 133131 B b,HD 133131 B,225.8999745,-27.8415947,8.25674,51.2993
3423,HD 45652 b,HD 45652,97.3058709,10.9336212,7.9118,34.8541
3424,HD 152079 b,HD 152079,253.3732313,-46.3333582,9.01051,87.8888
3425,HD 154672 b,HD 154672,257.520697,-56.4498041,8.03732,63.0484
3426,HD 48265 b,HD 48265,100.0073683,-48.5418284,7.87925,90.5446
3427,HD 9174 b,HD 9174,22.5043352,-19.6052945,8.22923,81.4893
3428,HD 147873 c,HD 147873,246.4380471,-33.5672217,7.81828,109.055
3429,OGLE-2017-BLG-0482L b,OGLE-2017-BLG-0482L,269.048889,-30.5283604,2,5800
3430,Kepler-279 c,Kepler-279,287.391295,42.194822,13.5847,1037.4
3431,Kepler-1037 b,Kepler-1037,296.3410342,47.1709335,14.2311,446.914
3432,Kepler-100 e,Kepler-100,291.3861294,41.9901394,11.1293,304.645
3433,Kepler-411 e,Kepler-411,287.6057027,49.5233937,12.2327,153.676
3434,GJ 3942 b,GJ 3942,242.2645452,52.9441443,9.40765,16.9287
3435,PSR J2322-2650 b,PSR J2322-2650,350.6443481,-26.8495331,2,230
3436,Kepler-240 b,Kepler-240,291.1587635,40.7502108,15.6622,746.927
3437,Kepler-804 c,Kepler-804,293.3722109,44.7851812,13.7361,649.65
3438,Kepler-1152 b,Kepler-1152,290.4341483,44.1077802,14.5976,215.233
3439,Kepler-433 b,Kepler-433,297.5936232,40.9772546,14.4163,1878.31
3440,Kepler-1222 b,Kepler-1222,294.889616,49.3798215,14.0908,415.218
3441,Kepler-1226 b,Kepler-1226,296.3768521,50.6214592,14.1497,1125.72
3442,Kepler-224 b,Kepler-224,290.9342679,47.3575414,15.6358,782.088
3443,Kepler-357 d,Kepler-357,291.2429746,44.0086337,15.5215,688.573
3444,Kepler-1084 b,Kepler-1084,290.1019809,48.251146,12.1577,405.533
3445,Kepler-1087 b,Kepler-1087,294.9789253,46.0056741,12.9007,362.623
3446,Kepler-594 b,Kepler-594,288.9217259,49.7620237,14.7563,769.2
3447,Kepler-678 b,Kepler-678,295.4552577,50.4945093,15.0614,1826.15
3448,Kepler-916 b,Kepler-916,290.9833818,45.9733334,15.1752,830.712
3449,Kepler-928 b,Kepler-928,289.920676,41.5427758,15.3227,508.809
3450,Kepler-519 b,Kepler-519,299.3196708,41.3847447,12.6181,246.61
3451,Kepler-148 c,Kepler-148,289.7861626,46.8588176,15.3362,791.163
3452,HD 70573 b,HD 70573,125.7079153,1.8591088,8.54261,59.182
3453,Kepler-802 b,Kepler-802,286.0157998,45.0077413,14.8111,780.585
3454,Kepler-1036 b,Kepler-1036,295.1817093,49.9458172,13.7635,489.435
3455,Kepler-1117 b,Kepler-1117,292.0847866,49.2374206,14.1237,568.487
3456,KMT-2019-BLG-0842L b,KMT-2019-BLG-0842L,268.458458,-29.8774389,2,3320
3457,Kepler-1122 b,Kepler-1122,288.2805801,46.3408747,15.1025,1230.42
3458,Kepler-207 d,Kepler-207,290.0305195,42.1660555,13.1671,875.519
3459,Kepler-583 b,Kepler-583,282.1113206,42.3545514,14.7985,867.271
3460,Kepler-1147 b,Kepler-1147,292.5474753,41.6429221,15.3564,1657.36
3461,Kepler-895 b,Kepler-895,289.2906978,51.4089936,15.9804,540.134
3462,Kepler-967 c,Kepler-967,286.5580128,38.4052418,14.4513,568.546
3463,Kepler-280 c,Kepler-280,291.3905325,42.1804735,14.4574,780.361
3464,Kepler-82 b,Kepler-82,292.8733696,42.9661583,15.1377,904.326
3465,Kepler-82 e,Kepler-82,292.8733696,42.9661583,15.1377,904.326
3466,Kepler-82 d,Kepler-82,292.8733696,42.9661583,15.1377,904.326
3467,2MASS J19383260+4603591 b,2MASS J19383260+4603591,294.6359173,46.0664076,12.1376,396.332
3468,Kepler-451 c,2MASS J19383260+4603591,294.6359173,46.0664076,12.1376,396.332
3469,Kepler-451 d,2MASS J19383260+4603591,294.6359173,46.0664076,12.1376,396.332
3470,TCP J05074264+2447555 b,TCP J05074264+2447555,76.928,24.799,2,429
3471,Kepler-722 b,Kepler-722,290.2632874,44.5564051,15.3733,1239.5
3472,Kepler-898 b,Kepler-898,286.5854116,46.8708877,15.9386,484.891
3473,Kepler-277 c,Kepler-277,286.5831894,39.0772582,13.3884,976.643
3474,Kepler-611 b,Kepler-611,286.0049121,45.4803043,14.5717,1395.56
3475,Kepler-1066 b,Kepler-1066,298.866621,46.5022325,13.0239,344.251
3476,Kepler-651 b,Kepler-651,287.3327284,46.2034366,13.9621,509.408
3477,Kepler-224 d,Kepler-224,290.9342679,47.3575414,15.6358,782.088
3478,Kepler-1364 b,Kepler-1364,295.1521334,49.5876179,13.1858,1056.9
3479,Kepler-146 b,Kepler-146,294.1107631,38.7102222,13.8031,716.797
3480,Kepler-757 b,Kepler-757,296.6804876,41.3865279,14.7637,1068.68
3481,Kepler-850 b,Kepler-850,293.0844515,48.5753645,15.4272,1661.28
3482,Kepler-300 c,Kepler-300,295.2886934,48.5997243,14.1797,1098.45
3483,Kepler-1000 b,Kepler-1000,286.6854729,47.0981948,13.1923,1115.62
3484,Kepler-823 b,Kepler-823,284.5825682,39.2201737,14.7625,1389.27
3485,Kepler-1458 b,Kepler-1458,283.2115971,41.0380135,14.1996,544.45
3486,MOA-2010-BLG-117L b,MOA-2010-BLG-117L,271.95697,-25.3446388,2,3500
3487,Kepler-1496 b,Kepler-1496,293.9739359,45.3507167,14.6819,1307.66
3488,Kepler-1503 b,Kepler-1503,293.7271604,42.8067119,15.7862,1225.57
3489,Kepler-356 b,Kepler-356,292.4210998,37.6827919,12.9654,707.559
3490,Kepler-1506 b,Kepler-1506,290.1498822,41.4645625,15.6243,2366.02
3491,Kepler-361 b,Kepler-361,296.8034146,46.7411011,13.5447,930.32
3492,Kepler-304 e,Kepler-304,294.4418031,40.5575408,14.8308,434.684
3493,OGLE-2017-BLG-0173L b,OGLE-2017-BLG-0173L,267.970612,-29.2713604,2,4705
3494,OGLE-2017-BLG-1522L b,OGLE-2017-BLG-1522L,270.319366,-28.4619713,2,7490
3495,OGLE-2017-BLG-0373L b,OGLE-2017-BLG-0373L,269.3294067,-31.9517231,2,5810
3496,Kepler-53 c,Kepler-53,290.4617926,40.5624966,15.3877,1366.07
3497,Kepler-59 c,Kepler-59,287.0394932,46.6401677,14.2786,1163.22
3498,Kepler-59 b,Kepler-59,287.0394932,46.6401677,14.2786,1163.22
3499,Kepler-53 d,Kepler-53,290.4617926,40.5624966,15.3877,1366.07
3500,HD 102272 b,HD 102272,176.5980316,14.1240201,8.40499,347.097
3501,HD 102956 b,HD 102956,177.8436988,57.6406584,7.60844,121.89
3502,Kepler-53 b,Kepler-53,290.4617926,40.5624966,15.3877,1366.07
3503,HD 109246 b,HD 109246,188.027184,74.4893379,8.5873,67.8349
3504,HD 125595 b,HD 125595,215.3434326,-40.3942443,8.6555,28.1989
3505,HD 145377 b,HD 145377,242.9019658,-27.0781199,7.96999,53.4884
3506,HD 149143 b,HD 149143,248.2126715,2.0844547,7.74081,73.2801
3507,HD 171028 b,HD 171028,278.0643694,6.9456827,8.10233,111.659
3508,HD 80606 b,HD 80606,140.6569501,50.6037764,8.82008,66.4711
3509,HD 190647 b,HD 190647,301.8318167,-35.5395236,7.5942,54.4738
3510,HD 20868 b,HD 20868,50.1794053,-33.72969,9.61323,47.7223
3511,HD 23079 b,HD 23079,54.9281897,-52.9162344,6.96235,33.4591
3512,HD 231701 b,HD 231701,293.017622,16.4743566,8.83051,108.877
3513,HD 290327 b,HD 290327,80.8399887,-2.2780391,8.80364,56.433
3514,HD 30856 b,HD 30856,72.5745099,-24.3689282,7.65813,131.199
3515,HD 330075 b,HD 330075,237.4054997,-49.9639199,9.09159,45.2989
3516,HD 4308 b,HD 4308,11.1652594,-65.6527159,6.37578,22.0158
3517,HD 4313 b,HD 4313,11.4181301,7.8450492,7.57399,136.308
3518,HD 63765 b,HD 63765,116.9582617,-54.265345,7.90983,32.5376
3519,HD 86081 b,HD 86081,149.0243714,-3.8083543,8.58804,103.936
3520,HD 98219 b,HD 98219,169.4475218,-23.975488,7.79079,113.704
3521,BD-13 2130 b,BD-13 2130,114.2884692,-13.9066703,9.69971,925.214
3522,HD 38283 b,HD 38283,84.2605324,-73.6998131,6.54392,38.0615
3523,HD 220074 b,HD 220074,350.0599827,61.9701062,5.62737,324.54
3524,Kepler-263 b,Kepler-263,292.4698022,37.5677941,15.4167,754.747
3525,Kepler-1021 b,Kepler-1021,295.2048999,42.5596699,15.1734,810.082
3526,Kepler-754 b,Kepler-754,293.2541121,37.8461519,15.1258,1770.27
3527,HD 215152 b,HD 215152,340.8380941,-6.4020685,7.80163,21.5974
3528,Kepler-82 c,Kepler-82,292.8733696,42.9661583,15.1377,904.326
3529,Kepler-82 f,Kepler-82,292.8733696,42.9661583,15.1377,904.326
3530,Kepler-1326 b,Kepler-1326,296.222199,39.268942,12.7411,698.326
3531,Kepler-1572 b,Kepler-1572,281.8973341,46.7227061,13.7175,946.602
3532,Kepler-1575 b,Kepler-1575,293.7432102,45.7615507,15.4185,1246.92
3533,Kepler-1343 b,Kepler-1343,294.294483,50.725385,15.5297,1756.71
3534,HD 163607 b,HD 163607,268.4181383,56.3924701,7.81298,67.7855
3535,HD 224693 b,HD 224693,359.9749837,-22.4279999,8.08528,93.5015
3536,HD 98736 b,HD 98736,170.4549045,18.1896082,7.75446,32.4459
3537,HD 148164 b,HD 148164,246.4351678,11.9190729,8.0907,77.1971
3538,HD 211810 b,HD 211810,334.5286724,61.1349912,8.417831,64.6353
3539,HD 109749 b,HD 109749,189.3173489,-40.8121458,8.02456,63.0821
3540,HD 96167 b,HD 96167,166.3125657,-10.291345,7.92849,85.3006
3541,HD 131496 b,HD 131496,223.3461495,18.2352618,7.52124,131.849
3542,HD 152581 b,HD 152581,253.4316451,11.9736828,8.12746,165.76
3543,HD 206610 b,HD 206610,325.8537599,-7.4082451,8.06506,147.192
3544,HD 95089 c,HD 95089,164.698748,1.7290087,7.66056,136.957
3545,HD 13167 b,HD 13167,32.057635,-24.695575,8.15997,148.934
3546,HD 14787 b,HD 14787,35.8085099,10.8367972,7.37839,119.137
3547,HD 108863 b,HD 108863,187.5826081,21.9480993,7.45422,164.742
3548,HD 95089 b,HD 95089,164.698748,1.7290087,7.66056,136.957
3549,Kepler-402 b,Kepler-402,288.3701976,43.3546109,13.1917,625.339
3550,Kepler-1402 b,Kepler-1402,291.8478341,48.9681664,14.6083,1493.64
3551,Kepler-1403 b,Kepler-1403,290.8676391,38.9600779,15.5907,2163.9
3552,Kepler-1243 b,Kepler-1243,294.009397,42.8807779,14.8331,758.17
3553,Kepler-1244 b,Kepler-1244,282.3012505,46.5161814,12.3234,1075.81
3554,Kepler-1246 b,Kepler-1246,287.6572346,48.9822053,15.0318,436.505
3555,Kepler-1249 b,Kepler-1249,296.8948517,44.3717429,15.3518,1904.54
3556,Kepler-405 b,Kepler-405,291.4094615,38.3400107,15.8023,1065.08
3557,Kepler-1280 b,Kepler-1280,293.5738933,45.3844919,13.9999,1486.7
3558,Kepler-208 d,Kepler-208,293.8901979,42.5279413,13.5376,775.328
3559,Kepler-1300 b,Kepler-1300,289.0330532,40.0869182,12.7678,777.025
3560,Kepler-1302 b,Kepler-1302,290.9892462,50.308064,15.0387,634.58
3561,Kepler-1154 c,Kepler-1154,297.4771158,39.8772345,14.7792,1460.1
3562,Kepler-1564 b,Kepler-1564,290.5861316,46.6427486,14.9531,908.805
3563,Kepler-747 b,Kepler-747,288.4165196,41.0298175,15.7244,3347.16
3564,HD 134606 b,HD 134606,228.8103897,-70.5203328,6.67835,26.7909
3565,Kepler-10 d,Kepler-10,285.679298,50.2414842,10.9191,185.506
3566,Kepler-582 b,Kepler-582,297.503718,41.0570326,14.9129,613.179
3567,Kepler-139 e,Kepler-139,282.3919451,43.8894167,12.677,391.038
3568,Kepler-222 b,Kepler-222,287.9060885,46.9377479,15.0603,758.854
3569,Kepler-224 c,Kepler-224,290.9342679,47.3575414,15.6358,782.088
3570,Kepler-497 b,Kepler-497,290.7659557,38.9279468,15.0987,1291.98
3571,Kepler-637 b,Kepler-637,292.4172566,41.4168384,13.3288,786.091
3572,Kepler-170 b,Kepler-170,284.5211975,41.6296562,14.3469,738.657
3573,Kepler-1009 b,Kepler-1009,282.8598614,42.6658336,15.3014,355.019
3574,Kepler-822 b,Kepler-822,292.2760929,39.5501136,14.5966,860.391
3575,Kepler-288 c,Kepler-288,288.9163997,39.5947523,15.152,1194.15
3576,Kepler-223 c,Kepler-223,298.3183909,47.2794824,15.3951,1859.71
3577,Kepler-1172 b,Kepler-1172,290.4744875,37.7665499,15.8463,1306.53
3578,Kepler-1180 b,Kepler-1180,295.8874773,43.1559952,14.9844,1596.8
3579,Kepler-268 c,Kepler-268,291.9761559,38.0550327,13.6678,851.87
3580,Kepler-148 b,Kepler-148,289.7861626,46.8588176,15.3362,791.163
3581,Kepler-150 e,Kepler-150,288.2341025,40.520897,14.9743,891.092
3582,Kepler-344 b,Kepler-344,292.4996101,46.3243406,15.3025,1002.94
3583,Kepler-795 b,Kepler-795,291.0189951,38.5455728,13.3107,492.122
3584,Kepler-1106 b,Kepler-1106,291.1451576,44.0624715,14.6276,1090.7
3585,Kepler-908 b,Kepler-908,295.3225434,39.3764624,11.465,290.843
3586,Kepler-994 b,Kepler-994,289.0720752,47.406918,14.4653,188.158
3587,Kepler-116 c,Kepler-116,294.7420605,43.5367842,13.6894,955.168
3588,Kepler-882 b,Kepler-882,294.6500256,43.3356106,14.0774,504.605
3589,Kepler-872 b,Kepler-872,295.4174725,43.6056117,15.0714,879.683
3590,Kepler-1047 b,Kepler-1047,288.6462564,50.7889645,13.3291,817.647
3591,Kepler-1115 b,Kepler-1115,294.9917723,40.1443964,11.8822,983.245
3592,KOI-1599.02,KOI-1599,298.3738383,40.6184483,14.854,1131.64
3593,51 Peg b,51 Peg,344.3675399,20.7690958,5.28647,15.4614
3594,HD 187123 b,HD 187123,296.7428786,34.41899,7.67284,45.9548
3595,HD 238914 b,HD 238914,279.5842102,59.2538819,8.497,519.452
3596,TYC 3318-01333-1 b,TYC 3318-01333-1,45.5825716,49.7441421,9.4629,490.61
3597,Kepler-1705 b,Kepler-1705,301.5785316,44.3121639,15.4974,1633.49
3598,Kepler-1705 c,Kepler-1705,301.5785316,44.3121639,15.4974,1633.49
3599,OGLE-2019-BLG-0960L b,OGLE-2019-BLG-0960L,274.0142917,-25.7746667,2,830
3600,tau Boo b,tau Boo,206.8134593,17.4571647,4.36617,15.6521
3601,70 Vir b,70 Vir,202.1064898,13.7763085,4.76178,17.9011
3602,Kepler-550 b,Kepler-550,297.7001786,47.8637046,14.4716,531.944
3603,Kepler-227 b,Kepler-227,291.9342748,48.141676,15.3234,1083.06
3604,Kepler-552 b,Kepler-552,290.7476903,48.2419838,14.2624,843.689
3605,Kepler-140 b,Kepler-140,287.3694056,46.7681473,12.9412,583.859
3606,Kepler-181 c,Kepler-181,296.1512831,50.0957806,14.7137,609.283
3607,Kepler-211 c,Kepler-211,285.4391183,43.1685051,13.2732,309.353
3608,Kepler-489 b,Kepler-489,290.8332412,38.1841851,14.0178,369.645
3609,Kepler-175 b,Kepler-175,289.553232,43.876116,14.9115,1312.34
3610,Kepler-677 b,Kepler-677,290.0980478,50.3215731,15.297,1954.08
3611,Kepler-483 b,Kepler-483,291.6467764,41.8846843,13.3892,860.355
3612,Kepler-547 b,Kepler-547,286.1185888,44.3452063,14.207,378.972
3613,Kepler-608 b,Kepler-608,293.882901,44.6380717,14.657,946.683
3614,Kepler-712 c,Kepler-712,294.9096739,42.9351987,15.8543,872.493
3615,Kepler-248 b,Kepler-248,293.0613138,43.5813577,15.2331,738.792
3616,Kepler-253 d,Kepler-253,291.8419337,44.858124,15.5122,838.595
3617,Kepler-730 b,Kepler-730,285.5547895,45.578842,15.6113,1935.04
3618,Kepler-625 b,Kepler-625,292.1504723,39.6375254,13.2641,760.708
3619,Kepler-545 b,Kepler-545,290.5663221,40.6920756,14.105,818.001
3620,Kepler-169 e,Kepler-169,285.9999204,40.9193822,14.1617,406.529
3621,Kepler-654 b,Kepler-654,297.0683931,46.8342497,13.6614,974.124
3622,Kepler-81 d,Kepler-81,293.6369437,42.8248275,15.004,348.291
3623,Kepler-722 c,Kepler-722,290.2632874,44.5564051,15.3733,1239.5
3624,Kepler-270 c,Kepler-270,282.2001207,44.4222795,13.8586,948.781
3625,Kepler-1582 b,Kepler-1582,289.3765441,41.1580845,16.4142,78.8906
3626,Kepler-1587 b,Kepler-1587,292.6777294,49.6638666,14.0315,1026.48
3627,Kepler-1225 b,Kepler-1225,290.6332748,40.1369671,14.632,1347.52
3628,Kepler-1353 b,Kepler-1353,295.7353911,42.5762317,15.5059,593.384
3629,Kepler-1358 b,Kepler-1358,286.1705469,43.0089,14.5403,546.998
3630,Kepler-79 e,Kepler-79,300.5171067,44.3815508,13.8825,1020.72
3631,Kepler-1231 b,Kepler-1231,288.5882888,42.6056644,14.714,987.237
3632,Kepler-1129 c,Kepler-1129,291.6044965,41.3093275,15.2572,1183.88
3633,Kepler-969 c,Kepler-969,288.3724989,47.9335642,13.7221,390.354
3634,Kepler-1047 c,Kepler-1047,288.6462564,50.7889645,13.3291,817.647
3635,Kepler-1521 b,Kepler-1521,292.6903779,37.8350549,12.8476,206.983
3636,HD 211970 b,HD 211970,335.5661579,-54.5596006,8.40444,13.1277
3637,HD 102843 b,HD 102843,177.5854673,-1.2522989,9.04883,62.758
3638,HD 103949 b,HD 103949,179.5479558,-23.9241221,8.38479,26.4997
3639,HD 21411 b,HD 21411,51.5474155,-30.6168403,7.68183,29.1328
3640,HD 64114 b,HD 64114,117.982556,-11.0337221,7.52581,31.5262
3641,HIP 54373 c,HIP 54373,166.8643532,-19.2916857,9.64076,18.7168
3642,HD 24085 b,HD 24085,56.2563447,-70.0245193,7.42496,54.9004
3643,HIP 71135 b,HIP 71135,218.2158073,-52.6464757,9.95835,32.3311
3644,LSPM J2116+0234 b,LSPM J2116+0234,319.1147513,2.5807711,10.8595,17.6297
3645,HD 126525 b,HD 126525,216.8852514,-51.9329118,7.66978,37.6506
3646,HD 25171 b,HD 25171,58.9574779,-65.1863239,7.638,55.6146
3647,DE CVn b,DE CVn,201.7207198,45.5455449,11.9752,30.5225
3648,KMT-2019-BLG-1715L b,KMT-2019-BLG-1715L,270.3717083,-28.7771389,2,3770
3649,TOI-615 b,TOI-615,133.4086892,-40.543701,10.5775,360.408
3650,Kepler-769 b,Kepler-769,292.7130925,38.3581685,14.7604,1169.57
3651,Kepler-951 b,Kepler-951,287.7375794,38.1146488,14.4908,382.509
3652,Kepler-267 b,Kepler-267,299.8305655,47.1575741,15.4693,264.993
3653,Kepler-1127 b,Kepler-1127,293.2173563,42.7205846,15.1325,842.459
3654,Kepler-1137 b,Kepler-1137,287.1302407,48.665347,12.6907,921.778
3655,Kepler-768 b,Kepler-768,294.1156858,38.3934378,15.7232,784.56
3656,Kepler-279 b,Kepler-279,287.391295,42.194822,13.5847,1037.4
3657,Kepler-374 c,Kepler-374,294.1378921,42.3704075,14.6608,1265.61
3658,Kepler-846 b,Kepler-846,287.0570731,49.0460112,15.6041,1127.12
3659,Kepler-302 b,Kepler-302,294.3169307,43.6292436,15.4911,1402.58
3660,HD 20003 b,HD 20003,46.9090081,-72.3219221,8.19184,41.8316
3661,HD 20003 c,HD 20003,46.9090081,-72.3219221,8.19184,41.8316
3662,HD 20781 c,HD 20781,50.0139757,-28.7841175,8.2372,35.9715
3663,HD 21693 b,HD 21693,51.8040469,-58.3232726,7.75701,33.255
3664,HD 21693 c,HD 21693,51.8040469,-58.3232726,7.75701,33.255
3665,HD 20781 d,HD 20781,50.0139757,-28.7841175,8.2372,35.9715
3666,HD 31527 b,HD 31527,73.9096193,-23.2413163,7.33222,38.4473
3667,HD 51608 b,HD 51608,103.7137102,-55.2600189,7.96058,35.0553
3668,KMT-2017-BLG-1146L b,KMT-2017-BLG-1146L,269.105833,-33.1424694,2,6600
3669,HD 65216 b,HD 65216,118.4209646,-63.6466892,7.7943,35.1205
3670,HD 85390 b,HD 85390,147.5105663,-49.7905254,8.29462,33.5225
3671,CoRoT-14 b,CoRoT-14,103.4242023,-5.5360385,15.8116,1744.6
3672,KMT-2016-BLG-2605L b,KMT-2016-BLG-2605L,269.8230833,-26.982,2,6421
3673,Kepler-300 b,Kepler-300,295.2886934,48.5997243,14.1797,1098.45
3674,Kepler-380 b,Kepler-380,282.3947017,48.7591334,13.6113,813.713
3675,Kepler-1566 b,Kepler-1566,283.5875459,40.5749018,14.3122,466.586
3676,Kepler-1570 b,Kepler-1570,299.8617842,45.8274232,13.9702,918.995
3677,Kepler-215 c,Kepler-215,294.9735313,45.2136867,13.5549,485.997
3678,Kepler-1211 b,Kepler-1211,285.7207618,40.8569116,15.8278,1826.53
3679,Kepler-1215 b,Kepler-1215,297.4636477,48.1813978,14.4254,661.022
3680,Kepler-693 b,Kepler-693,283.253527,40.3582155,16.414,1151.51
3681,Kepler-237 b,Kepler-237,283.2213438,40.421762,15.2832,657.822
3682,Kepler-238 c,Kepler-238,287.8971066,40.6378141,15.0243,1798.75
3683,Kepler-696 b,Kepler-696,293.4965906,41.1375635,15.2389,1416.44
3684,Kepler-702 b,Kepler-702,293.8781041,41.6617245,15.3098,992.071
3685,Kepler-108 b,Kepler-108,294.5589885,46.0623952,13.0843,338.732
3686,Kepler-711 b,Kepler-711,297.4600468,42.8398172,15.3293,624.575
3687,Kepler-248 c,Kepler-248,293.0613138,43.5813577,15.2331,738.792
3688,Kepler-250 b,Kepler-250,289.5947633,44.1418114,15.4144,760.585
3689,Kepler-728 b,Kepler-728,291.0923621,45.1155087,15.5249,1765.23
3690,Kepler-256 c,Kepler-256,292.58042,46.0973588,15.0151,1026.43
3691,Kepler-264 c,Kepler-264,292.044628,37.3761861,13.0135,942.173
3692,Kepler-758 c,Kepler-758,293.0846115,41.1354049,14.3267,1502.32
3693,Kepler-776 b,Kepler-776,287.2726117,41.6356009,15.42,727.904
3694,Kepler-112 b,Kepler-112,296.9811361,43.2097025,13.7662,513.206
3695,Kepler-272 b,Kepler-272,299.1275257,47.5938319,14.6591,889.608
3696,Kepler-273 b,Kepler-273,291.3021458,47.6976573,14.9683,713.964
3697,Kepler-273 c,Kepler-273,291.3021458,47.6976573,14.9683,713.964
3698,Kepler-79 c,Kepler-79,300.5171067,44.3815508,13.8825,1020.72
3699,Kepler-786 b,Kepler-786,293.7439223,38.9392217,14.9463,485.318
